row	column	cor	p	group	DiffExp
5741	T.cells_CD8	TFDP3	-1.464993e-01	2.368181e-01	RMS.FN	0
5742	CytolyticScore	TFDP3	-1.087273e-01	3.811262e-01	RMS.FN	0
5743	T.cells_CD8	THEG	 1.535862e-01	2.146514e-01	RMS.FN	0
5744	CytolyticScore	THEG	 1.457798e-01	2.391539e-01	RMS.FN	0
5745	T.cells_CD8	TMEFF1	-3.033762e-01	1.257340e-02	RMS.FN	0
5746	CytolyticScore	TMEFF1	-3.093132e-01	1.086584e-02	RMS.FN	0
5747	T.cells_CD8	TMEFF2	 1.111022e-01	3.707485e-01	RMS.FN	0
5748	CytolyticScore	TMEFF2	 1.599530e-01	1.960194e-01	RMS.FN	0
5749	T.cells_CD8	TMEM108	-1.067523e-01	3.898871e-01	RMS.FN	0
5750	CytolyticScore	TMEM108	-1.870749e-02	8.805604e-01	RMS.FN	0
5751	T.cells_CD8	TMPRSS12	-1.074747e-01	3.866688e-01	RMS.FN	0
5752	CytolyticScore	TMPRSS12	-1.691926e-02	8.919054e-01	RMS.FN	0
5753	T.cells_CD8	TPPP2	-3.022309e-01	1.292823e-02	RMS.FN	0
5754	CytolyticScore	TPPP2	-2.330735e-01	5.768058e-02	RMS.FN	0
5755	T.cells_CD8	TPTE	-7.432346e-02	5.500117e-01	RMS.FN	0
5756	CytolyticScore	TPTE	-3.217029e-02	7.960700e-01	RMS.FN	0
5757	T.cells_CD8	TSGA10	-3.505467e-01	3.634650e-03	RMS.FN	0
5758	CytolyticScore	TSGA10	-2.546897e-01	3.753222e-02	RMS.FN	0
5759	T.cells_CD8	TSPY1	-2.962207e-02	8.119150e-01	RMS.FN	0
5760	CytolyticScore	TSPY1	-1.517011e-02	9.030234e-01	RMS.FN	0
5761	T.cells_CD8	TSPY2	-6.693698e-02	5.904417e-01	RMS.FN	0
5762	CytolyticScore	TSPY2	-5.298668e-02	6.702157e-01	RMS.FN	0
5763	T.cells_CD8	TSPY3	 2.658727e-03	9.829640e-01	RMS.FN	0
5764	CytolyticScore	TSPY3	-7.827944e-03	9.498703e-01	RMS.FN	0
5765	T.cells_CD8	TSSK6	-2.051241e-02	8.691338e-01	RMS.FN	0
5766	CytolyticScore	TSSK6	-7.061279e-02	5.701552e-01	RMS.FN	0
5767	T.cells_CD8	TTK	-2.884508e-01	1.792354e-02	RMS.FN	1
5768	CytolyticScore	TTK	-3.603790e-01	2.738383e-03	RMS.FN	1
5769	T.cells_CD8	TULP2	-5.588826e-02	6.532820e-01	RMS.FN	0
5770	CytolyticScore	TULP2	 2.911872e-02	8.150540e-01	RMS.FN	0
5771	T.cells_CD8	VENTXP1	-4.483295e-02	7.186612e-01	RMS.FN	0
5772	CytolyticScore	VENTXP1	-4.534124e-02	7.156062e-01	RMS.FN	0
5773	T.cells_CD8	XAGE1A	-2.613367e-01	3.266707e-02	RMS.FN	0
5774	CytolyticScore	XAGE1A	-2.240299e-01	6.837991e-02	RMS.FN	0
5775	T.cells_CD8	XAGE1B	-6.980139e-02	5.746052e-01	RMS.FN	0
5776	CytolyticScore	XAGE1B	-2.338673e-02	8.509928e-01	RMS.FN	0
5777	T.cells_CD8	XAGE1C	-2.553136e-01	3.705136e-02	RMS.FN	0
5778	CytolyticScore	XAGE1C	-2.176198e-01	7.688707e-02	RMS.FN	0
5779	T.cells_CD8	XAGE1D	-2.641810e-01	3.075270e-02	RMS.FN	0
5780	CytolyticScore	XAGE1D	-2.220608e-01	7.090871e-02	RMS.FN	0
5781	T.cells_CD8	XAGE1E	-2.693662e-01	2.750458e-02	RMS.FN	0
5782	CytolyticScore	XAGE1E	-2.437625e-01	4.683062e-02	RMS.FN	0
5783	T.cells_CD8	XAGE2	-2.144837e-02	8.632187e-01	RMS.FN	0
5784	CytolyticScore	XAGE2	 9.437014e-03	9.395836e-01	RMS.FN	0
5785	T.cells_CD8	XAGE3	-1.553051e-01	2.095025e-01	RMS.FN	0
5786	CytolyticScore	XAGE3	-1.047575e-01	3.988567e-01	RMS.FN	0
5787	T.cells_CD8	XAGE5	 6.676038e-02	5.914245e-01	RMS.FN	0
5788	CytolyticScore	XAGE5	 9.149682e-02	4.614956e-01	RMS.FN	0
5789	T.cells_CD8	ZNF165	-6.457020e-02	6.036731e-01	RMS.FN	0
5790	CytolyticScore	ZNF165	-1.039505e-01	4.025194e-01	RMS.FN	0
5791	T.cells_CD8	ZNF645	-1.989302e-01	1.065610e-01	RMS.FN	0
5792	CytolyticScore	ZNF645	-1.287967e-01	2.989256e-01	RMS.FN	0
5793	T.cells_CD8	CD99	 2.107910e-01	8.685527e-02	RMS.FN	0
5794	CytolyticScore	CD99	 3.043365e-01	1.228239e-02	RMS.FN	0
5795	T.cells_CD8	PHOX2B	-1.315179e-01	2.887453e-01	RMS.FN	0
5796	CytolyticScore	PHOX2B	-9.403218e-02	4.491211e-01	RMS.FN	0
5797	T.cells_CD8	CytolyticScore	 8.285714e-01	4.156268e-02	UDS	NA
5798	T.cells_CD8	ACRBP	-6.000000e-01	2.080000e-01	UDS	0
5799	CytolyticScore	ACRBP	-2.571429e-01	6.227872e-01	UDS	0
5800	T.cells_CD8	ACTL8	 5.428571e-01	2.657026e-01	UDS	0
5801	CytolyticScore	ACTL8	 6.000000e-01	2.080000e-01	UDS	0
5802	T.cells_CD8	ACVR1B	-8.571429e-02	8.717434e-01	UDS	0
5803	CytolyticScore	ACVR1B	-2.000000e-01	7.040000e-01	UDS	0
5804	T.cells_CD8	ADAM2	-1.309307e-01	8.047262e-01	UDS	0
5805	CytolyticScore	ADAM2	-3.927922e-01	4.411128e-01	UDS	0
5806	T.cells_CD8	ADAM29	 3.042555e-01	5.576994e-01	UDS	0
5807	CytolyticScore	ADAM29	 6.761234e-02	8.987360e-01	UDS	0
5808	T.cells_CD8	AKAP3	 8.571429e-02	8.717434e-01	UDS	0
5809	CytolyticScore	AKAP3	-1.428571e-01	7.871720e-01	UDS	0
5810	T.cells_CD8	AKAP4	NA	NA	UDS	0
5811	CytolyticScore	AKAP4	NA	NA	UDS	0
5812	T.cells_CD8	ANKRD30BP2	NA	NA	UDS	0
5813	CytolyticScore	ANKRD30BP2	NA	NA	UDS	0
5814	T.cells_CD8	ANKRD45	 6.000000e-01	2.080000e-01	UDS	0
5815	CytolyticScore	ANKRD45	 2.000000e-01	7.040000e-01	UDS	0
5816	T.cells_CD8	ARMC3	-5.507825e-01	2.573693e-01	UDS	0
5817	CytolyticScore	ARMC3	-8.986451e-01	1.488862e-02	UDS	0
5818	T.cells_CD8	ARX	 8.196886e-01	4.583714e-02	UDS	0
5819	CytolyticScore	ARX	 6.982533e-01	1.228395e-01	UDS	0
5820	T.cells_CD8	ATAD2	-6.000000e-01	2.080000e-01	UDS	0
5821	CytolyticScore	ATAD2	-2.000000e-01	7.040000e-01	UDS	0
5822	T.cells_CD8	ATIC	 2.000000e-01	7.040000e-01	UDS	0
5823	CytolyticScore	ATIC	 3.714286e-01	4.684781e-01	UDS	0
5824	T.cells_CD8	BAGE2	-6.546537e-01	1.583024e-01	UDS	0
5825	CytolyticScore	BAGE2	-6.546537e-01	1.583024e-01	UDS	0
5826	T.cells_CD8	BRDT	 3.339472e-01	5.177002e-01	UDS	0
5827	CytolyticScore	BRDT	 3.035884e-02	9.544757e-01	UDS	0
5828	T.cells_CD8	CABYR	-4.285714e-01	3.965015e-01	UDS	0
5829	CytolyticScore	CABYR	-5.428571e-01	2.657026e-01	UDS	0
5830	T.cells_CD8	CAGE1	-3.946649e-01	4.387393e-01	UDS	0
5831	CytolyticScore	CAGE1	-5.768179e-01	2.307323e-01	UDS	0
5832	T.cells_CD8	CALR3	-5.768179e-01	2.307323e-01	UDS	0
5833	CytolyticScore	CALR3	-8.804063e-01	2.059873e-02	UDS	0
5834	T.cells_CD8	CCDC110	 7.142857e-01	1.107872e-01	UDS	0
5835	CytolyticScore	CCDC110	 6.000000e-01	2.080000e-01	UDS	0
5836	T.cells_CD8	CCDC33	 4.058397e-01	4.246625e-01	UDS	0
5837	CytolyticScore	CCDC33	 3.188741e-01	5.379006e-01	UDS	0
5838	T.cells_CD8	CCDC36	-7.142857e-01	1.107872e-01	UDS	0
5839	CytolyticScore	CCDC36	-6.571429e-01	1.561749e-01	UDS	0
5840	T.cells_CD8	CCDC62	-3.142857e-01	5.440933e-01	UDS	0
5841	CytolyticScore	CCDC62	-5.428571e-01	2.657026e-01	UDS	0
5842	T.cells_CD8	CCDC83	-2.125119e-01	6.860309e-01	UDS	0
5843	CytolyticScore	CCDC83	-3.339472e-01	5.177002e-01	UDS	0
5844	T.cells_CD8	CEP290	-8.571429e-02	8.717434e-01	UDS	0
5845	CytolyticScore	CEP290	-2.571429e-01	6.227872e-01	UDS	0
5846	T.cells_CD8	CEP55	 3.714286e-01	4.684781e-01	UDS	1
5847	CytolyticScore	CEP55	 8.571429e-02	8.717434e-01	UDS	1
5848	T.cells_CD8	COX6B2	 2.000000e-01	7.040000e-01	UDS	0
5849	CytolyticScore	COX6B2	 1.428571e-01	7.871720e-01	UDS	0
5850	T.cells_CD8	CPXCR1	-1.309307e-01	8.047262e-01	UDS	0
5851	CytolyticScore	CPXCR1	-3.927922e-01	4.411128e-01	UDS	0
5852	T.cells_CD8	CR1	 8.857143e-01	1.884548e-02	UDS	0
5853	CytolyticScore	CR1	 5.428571e-01	2.657026e-01	UDS	0
5854	T.cells_CD8	CRISP2	 5.070926e-01	3.045588e-01	UDS	0
5855	CytolyticScore	CRISP2	 3.380617e-01	5.122253e-01	UDS	0
5856	T.cells_CD8	CSAG1	 8.571429e-02	8.717434e-01	UDS	0
5857	CytolyticScore	CSAG1	 8.571429e-02	8.717434e-01	UDS	0
5858	T.cells_CD8	CSAG2	-2.125119e-01	6.860309e-01	UDS	0
5859	CytolyticScore	CSAG2	-3.339472e-01	5.177002e-01	UDS	0
5860	T.cells_CD8	CT45A1	-6.546537e-01	1.583024e-01	UDS	0
5861	CytolyticScore	CT45A1	-6.546537e-01	1.583024e-01	UDS	0
5862	T.cells_CD8	CT45A2	NA	NA	UDS	0
5863	CytolyticScore	CT45A2	NA	NA	UDS	0
5864	T.cells_CD8	CT45A3	-6.761234e-01	1.403574e-01	UDS	0
5865	CytolyticScore	CT45A3	-8.451543e-01	3.410942e-02	UDS	0
5866	T.cells_CD8	CT45A5	-3.042555e-01	5.576994e-01	UDS	0
5867	CytolyticScore	CT45A5	-5.408987e-01	2.677777e-01	UDS	0
5868	T.cells_CD8	CT45A6	 1.309307e-01	8.047262e-01	UDS	0
5869	CytolyticScore	CT45A6	-1.309307e-01	8.047262e-01	UDS	0
5870	T.cells_CD8	CT47A1	NA	NA	UDS	0
5871	CytolyticScore	CT47A1	NA	NA	UDS	0
5872	T.cells_CD8	CT47A10	NA	NA	UDS	0
5873	CytolyticScore	CT47A10	NA	NA	UDS	0
5874	T.cells_CD8	CT47A11	NA	NA	UDS	0
5875	CytolyticScore	CT47A11	NA	NA	UDS	0
5876	T.cells_CD8	CT47A2	NA	NA	UDS	0
5877	CytolyticScore	CT47A2	NA	NA	UDS	0
5878	T.cells_CD8	CT47A3	NA	NA	UDS	0
5879	CytolyticScore	CT47A3	NA	NA	UDS	0
5880	T.cells_CD8	CT47A4	NA	NA	UDS	0
5881	CytolyticScore	CT47A4	NA	NA	UDS	0
5882	T.cells_CD8	CT47A5	NA	NA	UDS	0
5883	CytolyticScore	CT47A5	NA	NA	UDS	0
5884	T.cells_CD8	CT47A6	NA	NA	UDS	0
5885	CytolyticScore	CT47A6	NA	NA	UDS	0
5886	T.cells_CD8	CT47A7	NA	NA	UDS	0
5887	CytolyticScore	CT47A7	NA	NA	UDS	0
5888	T.cells_CD8	CT47A8	NA	NA	UDS	0
5889	CytolyticScore	CT47A8	NA	NA	UDS	0
5890	T.cells_CD8	CT47A9	NA	NA	UDS	0
5891	CytolyticScore	CT47A9	NA	NA	UDS	0
5892	T.cells_CD8	CT47B1	NA	NA	UDS	0
5893	CytolyticScore	CT47B1	NA	NA	UDS	0
5894	T.cells_CD8	CT55	-3.188741e-01	5.379006e-01	UDS	0
5895	CytolyticScore	CT55	-5.217939e-01	2.883432e-01	UDS	0
5896	T.cells_CD8	CT83	-6.546537e-01	1.583024e-01	UDS	0
5897	CytolyticScore	CT83	-6.546537e-01	1.583024e-01	UDS	0
5898	T.cells_CD8	CTAG1A	 7.775419e-01	6.872694e-02	UDS	0
5899	CytolyticScore	CTAG1A	 7.775419e-01	6.872694e-02	UDS	0
5900	T.cells_CD8	CTAG1B	 7.775419e-01	6.872694e-02	UDS	0
5901	CytolyticScore	CTAG1B	 7.775419e-01	6.872694e-02	UDS	0
5902	T.cells_CD8	CTAG2	 9.411239e-01	5.097541e-03	UDS	0
5903	CytolyticScore	CTAG2	 8.196886e-01	4.583714e-02	UDS	0
5904	T.cells_CD8	CTAGE1	-5.161002e-01	2.945837e-01	UDS	0
5905	CytolyticScore	CTAGE1	-2.732295e-01	6.003546e-01	UDS	0
5906	T.cells_CD8	CTAGE3P	-2.571429e-01	6.227872e-01	UDS	0
5907	CytolyticScore	CTAGE3P	-2.571429e-01	6.227872e-01	UDS	0
5908	T.cells_CD8	CTAGE5	 8.285714e-01	4.156268e-02	UDS	0
5909	CytolyticScore	CTAGE5	 5.428571e-01	2.657026e-01	UDS	0
5910	T.cells_CD8	CTCFL	-7.714286e-01	7.239650e-02	UDS	0
5911	CytolyticScore	CTCFL	-9.428571e-01	4.804665e-03	UDS	0
5912	T.cells_CD8	CTNNA2	-7.714286e-01	7.239650e-02	UDS	0
5913	CytolyticScore	CTNNA2	-4.857143e-01	3.287230e-01	UDS	0
5914	T.cells_CD8	DCAF12	 3.714286e-01	4.684781e-01	UDS	0
5915	CytolyticScore	DCAF12	 4.857143e-01	3.287230e-01	UDS	0
5916	T.cells_CD8	DDX43	-2.857143e-02	9.571545e-01	UDS	0
5917	CytolyticScore	DDX43	 2.857143e-02	9.571545e-01	UDS	0
5918	T.cells_CD8	DDX53	-1.690309e-01	7.488685e-01	UDS	0
5919	CytolyticScore	DDX53	-1.690309e-01	7.488685e-01	UDS	0
5920	T.cells_CD8	DKKL1	-6.571429e-01	1.561749e-01	UDS	0
5921	CytolyticScore	DKKL1	-6.000000e-01	2.080000e-01	UDS	0
5922	T.cells_CD8	DMRT1	 0.000000e+00	1.000000e+00	UDS	0
5923	CytolyticScore	DMRT1	 5.797710e-02	9.131318e-01	UDS	0
5924	T.cells_CD8	DNAJB8	NA	NA	UDS	0
5925	CytolyticScore	DNAJB8	NA	NA	UDS	0
5926	T.cells_CD8	DPPA2	 6.546537e-01	1.583024e-01	UDS	0
5927	CytolyticScore	DPPA2	 6.546537e-01	1.583024e-01	UDS	0
5928	T.cells_CD8	DSCR8	-8.451543e-01	3.410942e-02	UDS	0
5929	CytolyticScore	DSCR8	-5.070926e-01	3.045588e-01	UDS	0
5930	T.cells_CD8	ELOVL4	-4.285714e-01	3.965015e-01	UDS	0
5931	CytolyticScore	ELOVL4	-8.285714e-01	4.156268e-02	UDS	0
5932	T.cells_CD8	EPPIN	NA	NA	UDS	0
5933	CytolyticScore	EPPIN	NA	NA	UDS	0
5934	T.cells_CD8	FAM133A	-2.571429e-01	6.227872e-01	UDS	0
5935	CytolyticScore	FAM133A	-5.428571e-01	2.657026e-01	UDS	0
5936	T.cells_CD8	FAM46D	-1.690309e-01	7.488685e-01	UDS	0
5937	CytolyticScore	FAM46D	-1.690309e-01	7.488685e-01	UDS	0
5938	T.cells_CD8	FATE1	 5.797710e-01	2.277840e-01	UDS	0
5939	CytolyticScore	FATE1	 2.319084e-01	6.583736e-01	UDS	0
5940	T.cells_CD8	FBXO39	 3.714286e-01	4.684781e-01	UDS	0
5941	CytolyticScore	FBXO39	 2.000000e-01	7.040000e-01	UDS	0
5942	T.cells_CD8	FMR1NB	-1.690309e-01	7.488685e-01	UDS	0
5943	CytolyticScore	FMR1NB	-1.690309e-01	7.488685e-01	UDS	0
5944	T.cells_CD8	FTHL17	NA	NA	UDS	0
5945	CytolyticScore	FTHL17	NA	NA	UDS	0
5946	T.cells_CD8	GAGE1	NA	NA	UDS	0
5947	CytolyticScore	GAGE1	NA	NA	UDS	0
5948	T.cells_CD8	GAGE12B	NA	NA	UDS	0
5949	CytolyticScore	GAGE12B	NA	NA	UDS	0
5950	T.cells_CD8	GAGE12C	NA	NA	UDS	0
5951	CytolyticScore	GAGE12C	NA	NA	UDS	0
5952	T.cells_CD8	GAGE12D	NA	NA	UDS	0
5953	CytolyticScore	GAGE12D	NA	NA	UDS	0
5954	T.cells_CD8	GAGE12E	NA	NA	UDS	0
5955	CytolyticScore	GAGE12E	NA	NA	UDS	0
5956	T.cells_CD8	GAGE12F	NA	NA	UDS	0
5957	CytolyticScore	GAGE12F	NA	NA	UDS	0
5958	T.cells_CD8	GAGE12G	NA	NA	UDS	0
5959	CytolyticScore	GAGE12G	NA	NA	UDS	0
5960	T.cells_CD8	GAGE12H	NA	NA	UDS	0
5961	CytolyticScore	GAGE12H	NA	NA	UDS	0
5962	T.cells_CD8	GAGE12I	NA	NA	UDS	0
5963	CytolyticScore	GAGE12I	NA	NA	UDS	0
5964	T.cells_CD8	GAGE12J	-6.546537e-01	1.583024e-01	UDS	0
5965	CytolyticScore	GAGE12J	-6.546537e-01	1.583024e-01	UDS	0
5966	T.cells_CD8	GAGE13	NA	NA	UDS	0
5967	CytolyticScore	GAGE13	NA	NA	UDS	0
5968	T.cells_CD8	GAGE2A	NA	NA	UDS	0
5969	CytolyticScore	GAGE2A	NA	NA	UDS	0
5970	T.cells_CD8	GPAT2	 9.428571e-01	4.804665e-03	UDS	0
5971	CytolyticScore	GPAT2	 7.142857e-01	1.107872e-01	UDS	0
5972	T.cells_CD8	GPATCH2	-4.285714e-01	3.965015e-01	UDS	0
5973	CytolyticScore	GPATCH2	-7.142857e-01	1.107872e-01	UDS	0
5974	T.cells_CD8	HEMGN	 3.339472e-01	5.177002e-01	UDS	0
5975	CytolyticScore	HEMGN	-9.107651e-02	8.637630e-01	UDS	0
5976	T.cells_CD8	HORMAD1	 1.000000e+00	0.000000e+00	UDS	0
5977	CytolyticScore	HORMAD1	 8.285714e-01	4.156268e-02	UDS	0
5978	T.cells_CD8	HORMAD2	-5.408987e-01	2.677777e-01	UDS	0
5979	CytolyticScore	HORMAD2	-7.775419e-01	6.872694e-02	UDS	0
5980	T.cells_CD8	HSPB9	 5.428571e-01	2.657026e-01	UDS	0
5981	CytolyticScore	HSPB9	 3.142857e-01	5.440933e-01	UDS	0
5982	T.cells_CD8	IGF2BP3	-3.142857e-01	5.440933e-01	UDS	0
5983	CytolyticScore	IGF2BP3	-2.000000e-01	7.040000e-01	UDS	0
5984	T.cells_CD8	IGSF11	-2.571429e-01	6.227872e-01	UDS	0
5985	CytolyticScore	IGSF11	-6.000000e-01	2.080000e-01	UDS	0
5986	T.cells_CD8	IL13RA2	 8.571429e-02	8.717434e-01	UDS	0
5987	CytolyticScore	IL13RA2	 8.571429e-02	8.717434e-01	UDS	0
5988	T.cells_CD8	KDM5B	-4.285714e-01	3.965015e-01	UDS	0
5989	CytolyticScore	KDM5B	-6.000000e-01	2.080000e-01	UDS	0
5990	T.cells_CD8	KIAA0100	 3.714286e-01	4.684781e-01	UDS	0
5991	CytolyticScore	KIAA0100	 8.571429e-02	8.717434e-01	UDS	0
5992	T.cells_CD8	KIF20B	-2.000000e-01	7.040000e-01	UDS	0
5993	CytolyticScore	KIF20B	-3.142857e-01	5.440933e-01	UDS	0
5994	T.cells_CD8	KIF2C	-8.285714e-01	4.156268e-02	UDS	1
5995	CytolyticScore	KIF2C	-6.000000e-01	2.080000e-01	UDS	1
5996	T.cells_CD8	LDHC	 6.982533e-01	1.228395e-01	UDS	0
5997	CytolyticScore	LDHC	 5.161002e-01	2.945837e-01	UDS	0
5998	T.cells_CD8	LEMD1	 3.339472e-01	5.177002e-01	UDS	0
5999	CytolyticScore	LEMD1	 3.339472e-01	5.177002e-01	UDS	0
6000	T.cells_CD8	LIPI	 2.608970e-01	6.175338e-01	UDS	0
6001	CytolyticScore	LIPI	-2.898855e-02	9.565294e-01	UDS	0
6002	T.cells_CD8	LUZP4	 3.380617e-02	9.493101e-01	UDS	0
6003	CytolyticScore	LUZP4	-3.718679e-01	4.679102e-01	UDS	0
6004	T.cells_CD8	LY6K	-3.142857e-01	5.440933e-01	UDS	0
6005	CytolyticScore	LY6K	-2.857143e-02	9.571545e-01	UDS	0
6006	T.cells_CD8	LYPD6B	-2.608970e-01	6.175338e-01	UDS	0
6007	CytolyticScore	LYPD6B	-4.638168e-01	3.541643e-01	UDS	0
6008	T.cells_CD8	MAEL	 3.339472e-01	5.177002e-01	UDS	0
6009	CytolyticScore	MAEL	-3.035884e-02	9.544757e-01	UDS	0
6010	T.cells_CD8	MAGEA1	-5.070926e-01	3.045588e-01	UDS	0
6011	CytolyticScore	MAGEA1	-6.761234e-01	1.403574e-01	UDS	0
6012	T.cells_CD8	MAGEA10	-8.451543e-01	3.410942e-02	UDS	0
6013	CytolyticScore	MAGEA10	-5.070926e-01	3.045588e-01	UDS	0
6014	T.cells_CD8	MAGEA11	 3.035884e-02	9.544757e-01	UDS	0
6015	CytolyticScore	MAGEA11	 3.035884e-02	9.544757e-01	UDS	0
6016	T.cells_CD8	MAGEA12	-5.797710e-02	9.131318e-01	UDS	1
6017	CytolyticScore	MAGEA12	-2.608970e-01	6.175338e-01	UDS	1
6018	T.cells_CD8	MAGEA2	 1.159542e-01	8.268482e-01	UDS	1
6019	CytolyticScore	MAGEA2	 2.898855e-02	9.565294e-01	UDS	1
6020	T.cells_CD8	MAGEA2B	 3.035884e-02	9.544757e-01	UDS	0
6021	CytolyticScore	MAGEA2B	 3.035884e-02	9.544757e-01	UDS	0
6022	T.cells_CD8	MAGEA3	-2.732295e-01	6.003546e-01	UDS	1
6023	CytolyticScore	MAGEA3	-3.946649e-01	4.387393e-01	UDS	1
6024	T.cells_CD8	MAGEA4	-6.546537e-01	1.583024e-01	UDS	0
6025	CytolyticScore	MAGEA4	-6.546537e-01	1.583024e-01	UDS	0
6026	T.cells_CD8	MAGEA5	-7.775419e-01	6.872694e-02	UDS	0
6027	CytolyticScore	MAGEA5	-3.042555e-01	5.576994e-01	UDS	0
6028	T.cells_CD8	MAGEA6	-2.029199e-01	6.997980e-01	UDS	1
6029	CytolyticScore	MAGEA6	-1.739313e-01	7.417339e-01	UDS	1
6030	T.cells_CD8	MAGEA8	-4.058397e-01	4.246625e-01	UDS	0
6031	CytolyticScore	MAGEA8	-2.029199e-01	6.997980e-01	UDS	0
6032	T.cells_CD8	MAGEA9	 3.035884e-02	9.544757e-01	UDS	0
6033	CytolyticScore	MAGEA9	 3.035884e-02	9.544757e-01	UDS	0
6034	T.cells_CD8	MAGEA9B	-6.546537e-01	1.583024e-01	UDS	0
6035	CytolyticScore	MAGEA9B	-6.546537e-01	1.583024e-01	UDS	0
6036	T.cells_CD8	MAGEB1	-6.761234e-01	1.403574e-01	UDS	0
6037	CytolyticScore	MAGEB1	-8.451543e-01	3.410942e-02	UDS	0
6038	T.cells_CD8	MAGEB2	-6.667367e-01	1.480898e-01	UDS	0
6039	CytolyticScore	MAGEB2	-4.058397e-01	4.246625e-01	UDS	0
6040	T.cells_CD8	MAGEB3	-6.546537e-01	1.583024e-01	UDS	0
6041	CytolyticScore	MAGEB3	-6.546537e-01	1.583024e-01	UDS	0
6042	T.cells_CD8	MAGEB4	-6.546537e-01	1.583024e-01	UDS	0
6043	CytolyticScore	MAGEB4	-6.546537e-01	1.583024e-01	UDS	0
6044	T.cells_CD8	MAGEB5	NA	NA	UDS	0
6045	CytolyticScore	MAGEB5	NA	NA	UDS	0
6046	T.cells_CD8	MAGEB6	NA	NA	UDS	0
6047	CytolyticScore	MAGEB6	NA	NA	UDS	0
6048	T.cells_CD8	MAGEC1	-3.380617e-01	5.122253e-01	UDS	0
6049	CytolyticScore	MAGEC1	-3.380617e-01	5.122253e-01	UDS	0
6050	T.cells_CD8	MAGEC2	-5.070926e-01	3.045588e-01	UDS	0
6051	CytolyticScore	MAGEC2	-6.761234e-01	1.403574e-01	UDS	0
6052	T.cells_CD8	MAGEC3	 3.042555e-01	5.576994e-01	UDS	0
6053	CytolyticScore	MAGEC3	 6.761234e-02	8.987360e-01	UDS	0
6054	T.cells_CD8	MORC1	 3.380617e-02	9.493101e-01	UDS	0
6055	CytolyticScore	MORC1	-3.718679e-01	4.679102e-01	UDS	0
6056	T.cells_CD8	NLRP4	-2.125119e-01	6.860309e-01	UDS	0
6057	CytolyticScore	NLRP4	-3.339472e-01	5.177002e-01	UDS	0
6058	T.cells_CD8	NOL4	 1.517942e-01	7.740575e-01	UDS	0
6059	CytolyticScore	NOL4	 1.517942e-01	7.740575e-01	UDS	0
6060	T.cells_CD8	NR6A1	-2.857143e-02	9.571545e-01	UDS	0
6061	CytolyticScore	NR6A1	-3.142857e-01	5.440933e-01	UDS	0
6062	T.cells_CD8	NUF2	-5.428571e-01	2.657026e-01	UDS	0
6063	CytolyticScore	NUF2	-6.000000e-01	2.080000e-01	UDS	0
6064	T.cells_CD8	NXF2	-6.546537e-01	1.583024e-01	UDS	0
6065	CytolyticScore	NXF2	-6.546537e-01	1.583024e-01	UDS	0
6066	T.cells_CD8	NXF2B	 1.309307e-01	8.047262e-01	UDS	0
6067	CytolyticScore	NXF2B	-1.309307e-01	8.047262e-01	UDS	0
6068	T.cells_CD8	ODF1	-1.309307e-01	8.047262e-01	UDS	0
6069	CytolyticScore	ODF1	-3.927922e-01	4.411128e-01	UDS	0
6070	T.cells_CD8	ODF2	-6.000000e-01	2.080000e-01	UDS	0
6071	CytolyticScore	ODF2	-4.857143e-01	3.287230e-01	UDS	0
6072	T.cells_CD8	ODF3	 5.408987e-01	2.677777e-01	UDS	0
6073	CytolyticScore	ODF3	 3.042555e-01	5.576994e-01	UDS	0
6074	T.cells_CD8	ODF4	 2.704494e-01	6.042167e-01	UDS	0
6075	CytolyticScore	ODF4	 1.014185e-01	8.483938e-01	UDS	0
6076	T.cells_CD8	OIP5	-6.000000e-01	2.080000e-01	UDS	0
6077	CytolyticScore	OIP5	-2.571429e-01	6.227872e-01	UDS	0
6078	T.cells_CD8	OTOA	 2.571429e-01	6.227872e-01	UDS	0
6079	CytolyticScore	OTOA	 7.142857e-01	1.107872e-01	UDS	0
6080	T.cells_CD8	P4HB	-6.571429e-01	1.561749e-01	UDS	0
6081	CytolyticScore	P4HB	-4.857143e-01	3.287230e-01	UDS	0
6082	T.cells_CD8	PAGE1	-5.070926e-01	3.045588e-01	UDS	0
6083	CytolyticScore	PAGE1	-6.761234e-01	1.403574e-01	UDS	0
6084	T.cells_CD8	PAGE2	-2.704494e-01	6.042167e-01	UDS	0
6085	CytolyticScore	PAGE2	 3.380617e-02	9.493101e-01	UDS	0
6086	T.cells_CD8	PAGE2B	-4.928054e-01	3.206326e-01	UDS	0
6087	CytolyticScore	PAGE2B	-5.797710e-02	9.131318e-01	UDS	0
6088	T.cells_CD8	PAGE3	-6.546537e-01	1.583024e-01	UDS	0
6089	CytolyticScore	PAGE3	-6.546537e-01	1.583024e-01	UDS	0
6090	T.cells_CD8	PAGE4	NA	NA	UDS	0
6091	CytolyticScore	PAGE4	NA	NA	UDS	0
6092	T.cells_CD8	PAGE5	-5.070926e-01	3.045588e-01	UDS	0
6093	CytolyticScore	PAGE5	-6.761234e-01	1.403574e-01	UDS	0
6094	T.cells_CD8	PASD1	-3.946649e-01	4.387393e-01	UDS	0
6095	CytolyticScore	PASD1	-6.375356e-01	1.732603e-01	UDS	0
6096	T.cells_CD8	PBK	-7.714286e-01	7.239650e-02	UDS	1
6097	CytolyticScore	PBK	-3.714286e-01	4.684781e-01	UDS	1
