GeneName,isSU2CSurfaceProtein,isSurfaceomeSurfaceProtein,isCDDSurfaceProtein,isGOSurfaceProtein,isSurfaceProteinEvidence,AmiGo...GO..Intrinsic,AmiGo...GO..Extrinsic,knowledge,experiments,prediction,textmining,CellSurfaceProteinAtlas,HumanProteinAtlas,Evidence_count,NewCount
ITGA1,Y,N,Y,Y,Y,integrin-complex|plasma-membrane|cell|intrinsic-component-of-plasma-membrane|intrinsic-component-of-membrane|cellular_component|cell-periphery|receptor-complex|protein-complex-involved-in-cell-adhesion|protein-complex|plasma-membrane-part|membrane|integral-component-of-plasma-membrane|macromolecular-complex|integrin-alpha1-beta1-complex|cell-part|BFO_0000001|integral-component-of-membrane|membrane-part,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,8,10
IL6R,Y,Y,Y,Y,Y,plasma-membrane|cell|intrinsic-component-of-plasma-membrane|intrinsic-component-of-membrane|cellular_component|ciliary-neurotrophic-factor-receptor-complex|cell-periphery|receptor-complex|protein-complex|plasma-membrane-part|membrane|integral-component-of-plasma-membrane|macromolecular-complex|cell-part|BFO_0000001|integral-component-of-membrane|membrane-part,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
IL3RA,Y,Y,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,8,10
IL31RA,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,N,Y,9,10
IL2RG,Y,Y,Y,Y,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,8,10
IL2RB,Y,Y,Y,Y,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,8,10
IL2RA,Y,Y,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,8,10
IL23R,Y,Y,Y,Y,Y,interleukin-23-receptor-complex|plasma-membrane|intrinsic-component-of-plasma-membrane|cell|intrinsic-component-of-membrane|cellular_component|cell-periphery|receptor-complex|protein-complex|plasma-membrane-part|membrane|integral-component-of-plasma-membrane|macromolecular-complex|cell-part|BFO_0000001|membrane-part|integral-component-of-membrane,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
IL1RL1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
IL1RAPL1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,N,Y,9,10
IL1RAP,Y,Y,N,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,8,10
IL1R1,Y,Y,Y,Y,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,8,10
IL18R1,Y,Y,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,8,10
IL17RC,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,N,Y,9,10
IL17RB,Y,Y,N,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,8,10
IL17RA,Y,Y,N,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,8,10
IL13RA2,Y,Y,Y,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,Y,Y,8,10
IL12RB2,Y,Y,Y,Y,Y,NA,NA,Plasma-membrane,Plasma-membrane,Plasma-membrane,Plasma-membrane-part,N,Y,9,10
IL11RA,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
IL10RA,Y,Y,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,8,10
IGSF9,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,N,Y,9,10
IGDCC3,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
IFNGR2,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
IFNGR1,Y,Y,Y,Y,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,8,10
IFNAR2,Y,Y,N,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,8,10
IFNAR1,Y,Y,Y,Y,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,8,10
IFITM3,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,N,Y,9,10
IFITM1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,N,Y,9,10
ICOSLG,Y,Y,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,8,10
ICAM5,Y,Y,N,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,8,10
ICAM2,Y,Y,N,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,8,10
HVCN1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HTR6,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HTR5A,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HTR4,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HTR3B,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HTR3A,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HTR2C,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HTR2A,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HTR1E,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HTR1B,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HTR1A,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HRH4,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,N,Y,9,10
HRH3,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HRH1,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HLA-G,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HLA-DRB4,Y,Y,Y,Y,Y,plasma-membrane|endoplasmic-reticulum|nuclear-outer-membrane-endoplasmic-reticulum-membrane-network|intrinsic-component-of-endoplasmic-reticulum-membrane|integral-component-of-endoplasmic-reticulum-membrane|intrinsic-component-of-membrane|cell-periphery|intracellular-membrane-bounded-organelle|endoplasmic-reticulum-part|intracellular|cytoplasm|organelle|membrane-bounded-organelle|organelle-membrane|BFO_0000001|integral-component-of-lumenal-side-of-endoplasmic-reticulum-membrane|intracellular-organelle|membrane-region|bounding-membrane-of-organelle|vacuole|cell|cellular_component|endomembrane-system|cytoplasmic-part|intrinsic-componentof-organellemembrane|membrane|integral-component-of-organellemembrane|leafletofmembranebilayer|cellpart|intracellularorganellepart|sideofmembrane|endoplasmicreticulummembrane|intracellularpart|integralcomponentofmembrane|lumenalsideofendoplasmicreticulummembrane|membranepart|organellepart|lumenalsideof-membrane,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,N,9,10
HLA-DRB1,Y,Y,Y,N,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,8,10
HLA-DOA,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HLA-DMB,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HLA-DMA,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HIAT1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,N,Y,9,10
HEG1,Y,N,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,8,10
HCRTR1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HCN1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
HAS2,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
GUCY2D,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
GUCY2C,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,N,Y,9,10
GRPR,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
GRM8,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
GRM7,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
GRM6,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
GRM5,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
GRM4,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
GRM3,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
GRM2,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
GRIN2D,Y,Y,Y,Y,Y,ionotropic-glutamate-receptor-complex|plasma-membrane|ion-channel-complex|transmembrane-transporter-complex|N-methyl-D-aspartate-selective-glutamate-receptor-complex|intrinsic-component-of-plasma-membrane|cell|intrinsic-component-of-membrane|cellular_component|cell-periphery|receptor-complex|protein-complex|plasma-membrane-part|membrane|integral-component-of-plasma-membrane|macromolecular-complex|cell-part|BFO_0000001|integral-component-of-membrane|membrane-part|transporter-complex,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
GRIN2C,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,9,10
